,id,output,classe,subclasse
37,Alimentação e Nutrição,Programa de estudos em epidemiologia nutricional a partir da Pesquisa de Orçamentos Familiares 2002-2003.,recomend,porcat
38,Alimentação e Nutrição,Seleção de Clones da Mandioca com alto teor proteico,recomend,porcat
39,Alimentação e Nutrição,Implementação e avaliação de um programa de prevenção de obesidade para adolescentes em ambiente escolar,recomend,porcat
40,Alimentação e Nutrição,"Avaliação comparativa do perfil nutricional e da incidência de doenças neurológicas carenciais em pacientes com doença inflamatória intestinal, doença celíaca e doença de Parkinson.",recomend,porcat
41,Alimentação e Nutrição,Resposta glicêmica de diferentes fontes de carboidratos na prevenção de doenças crônicas não transmissíveis,recomend,porcat
42,Alimentação e Nutrição,Experimentação de Metodologia Educativa em Saúde e Nutrição na Atenção Básica de Saúde do Município de Niterói com vistas a Promoção da Alimentação e Modos de Vida Saudáveis.,recomend,porcat
43,Assistência Farmacêutica,Implantação do Programa de Atenção Farmacêutica em Farmácias da Secretaria Municipal de Saúde de Ribeirão Preto - SP,recomend,porcat
44,Assistência Farmacêutica,Avaliação do valor terapêutico potencial e do custo dos medicamentos não padronizados solicitados pelos usuários do SUS à Secretaria de Saúde do estado do Ceará,recomend,porcat
45,Doenças Transmissíveis,Imunoquimioterapia na leishmaniose visceral canina,recomend,porcat
46,Assistência Farmacêutica,Analise situacional e Desenvolvimento de Ferramentas de Avaliação da Assistência Farmacêutica em Municípios dos Estado de Santa Catarina e Rio Grande do Sul,recomend,porcat
47,Alimentação e Nutrição,Busca ativa para estimativa de prevalência de desnutrição em grupos populacionais,recomend,porcat
48,Alimentação e Nutrição,Fibras alimentares em uma população do Sul do Brasil: hábito de consumo e fatores associados,recomend,porcat
49,Alimentação e Nutrição,"Dieta, atividade física, gasto energético e composição corporal: um estudo de coorte prospectivo em adolescentes",recomend,porcat
50,Alimentação e Nutrição,Nutrição no ciclo vital e padrão de alimentação de adultos jovens acompanhados desde o nascimento,recomend,porcat
51,Alimentação e Nutrição,Avaliação de segurança alimentar e de atividade física em trabalhadores ciclistas,recomend,porcat
52,Alimentação e Nutrição,Intervenção nutricional em indivíduos com sobrepeso e obesidade: ensaio clínico randomizado,recomend,porcat
53,Alimentação e Nutrição,"Saúde, nutrição e sobrevivência dos escolares residentes na área urbana de Manaus - AM.",recomend,porcat
54,Saúde Mental,Os CAPs e os cuidados psicossociais: cenários e possibilidades na evolução dos portadores de sofrimento psíquico em cidade de porte médio do sul do Brasil,recomend,porcat
55,Alimentação e Nutrição,Impacto de uma intervenção de promoção do aleitamento materno exclusivo e alimentação complementar saudável em tempo oportuno direcionado a mães adolescentes e avós,recomend,porcat
56,Alimentação e Nutrição,Promoção do estilo de vida saudável em crianças e adolescentes em idade escolar no Distrito Federal.,recomend,porcat
57,Alimentação e Nutrição,"Efeito do amendoim sobre o apetite e sua relação com os hormônios leptina, insulina e grelina em indivíduos com polimorfismos para os genes da leptina e seu receptor",recomend,porcat
58,Alimentação e Nutrição,Freqüência de hábitos saudáveis de alimentação na população adulta de Pelotas/RS,recomend,porcat
59,Alimentação e Nutrição,Promoção da alimentação saudável em trabalhadores usuários do Programa de Alimentação do Trabalhador: estudo de intervenção randomizado e controlado,recomend,porcat
60,Alimentação e Nutrição,Métodos e técnicas para estimativa da prevalência da inadequação de nutrientes em indivíduos residentes em regiões do Estado de São Paulo,recomend,porcat
61,Alimentação e Nutrição,"Padrão de consumo de café e monitoramento de riscos associados ao diabetes tipo 2, obesidade e dislipidemias na população adulta do Distrito Federal.",recomend,porcat
62,Alimentação e Nutrição,Entendendo o envelhecimento: reflexo do estado nutricional sobre a condição bucal em três gerações.,recomend,porcat
63,Assistência Farmacêutica,Implementação de um serviço de atenção farmacêutica ao paciente chagásico do estado do Ceará,recomend,porcat
64,Assistência Farmacêutica,Investigação Fármaco-Epidemiológica do uso de Benzodiazepínicos em Distritos Sanitários,recomend,porcat
65,Alimentação e Nutrição,Impacto do consumo de farinhas de trigo e milho fortificadas com acido fólico sobre as concentrações de folato intra-eritrocitário de mulheres em idade reprodutiva e na incidência de defeitos de fechamento do tubo neural em recém-nascidos do Recife,recomend,porcat
66,Alimentação e Nutrição,"Perfil Nutricional e Consumo alimentar de pré-escolares e escolares em dois municipios dos Vales do Jequitinhonha e Mucuri, região do semi-árido de Minas Gerais.",recomend,porcat
67,Assistência Farmacêutica,Avaliação farmacoeconômica e epidemiológica do Programa de Medicamentos Excepcionais do SUS - Brasil (2000 a 2005),recomend,porcat
68,Alimentação e Nutrição,"Estado nutricional de escolares de sete a quatorze anos do município de Florianópolis: evolução da composição corporal, tendência e prevalência de sobrepeso, obesidade e baixo peso.",recomend,porcat
69,Alimentação e Nutrição,Mudança no protocolo convencional de jejum pré-operatório: Repercussões clínicas e metabólicas de uma dieta líquida com carboidratos duas horas antes da operação,recomend,porcat
70,Alimentação e Nutrição,"Estudo de validação do recordatório de 24 horas como método de avaliação do consumo alimentar de crianças entre 3 e 5 anos de idade, em uma amostra de base domiciliar do município de Duque de Caxias, Rio de Janeiro.",recomend,porcat
71,Assistência Farmacêutica,"Assistência Farmacêutica aos idosos institucionalizados do Distrito Federal: avaliação do nível de informação, adesão ao tratamento, prevalência de automedicação e reações adversas a medicamentos. Orientações quanto ao uso racional de medicamentos.",recomend,porcat
72,Doenças Transmissíveis,"Estudos moleculares e imunoepidemiológicos visando estratégias de controle de malária em municípios localizados na área de abrangência da Rodovia BR-163: Itaiatuba, Jacareanga e Novo Progresso",recomend,porcat
73,Assistência Farmacêutica,Centros Especializados de Atenção e Gestão de Medicamentos de Alto Custo como Estratégia de Qualificação da Assistência Farmacêutica no Sistema Único de Saúde,recomend,porcat
74,Assistência Farmacêutica,Diagnóstico e aperfeiçoamento da utilização de fontes de informação sobre medicamentos em drogarias e farmácias a partir da intervenção de um centro de informações sobre medicamentos.,recomend,porcat
75,Assistência Farmacêutica,Desenvolvimento de metodologias para a avaliação da assistência farmacêutica no setor público brasileiro,recomend,porcat
76,"Ambiente, Trabalho e Saúde","O impacto das transformações produtivas no ambiente e na saúde da população dos municípios da área de influência da BR-163 - Estado de Mato Grosso, 2000 a 2005.",recomend,porcat
77,Assistência Farmacêutica,"Avaliação do uso de medicamentos em casos de Leishmaniose visceral: uma abordagem farmacoepidemiológica, Campo Grande/MS",recomend,porcat
78,Avaliação de Tecnologias e Economia da Saúde,Estudo de custo-efetividade para o Sistema Único de Saúde - SUS: sobre o exame de metabolismo de glicose marcada com flúor-18 realizado pela tomografia de emissão de positrons - PET,recomend,porcat
79,Epidemiologia,"Estudo da Carga Global de Doença Brasil, 2005 ",recomend,porcat
80,Avaliação de Tecnologias e Economia da Saúde,O acesso a medicamentos pela via judicial e seu impacto na Política Nacional de Assistência Farmacêutica,recomend,porcat
81,Avaliação de Tecnologias e Economia da Saúde,Gestão por processos: uma ferramenta para a melhoria da qualidade e o controle dos custos no Hospital das Clinicas da Universidade Federal de Pernambuco.,recomend,porcat
82,Alimentação e Nutrição,Influência da ingestão de cálcio sobre a redução de peso em indivíduos obesos portadores de litiase renal.,recomend,porcat
83,"Violência, Acidentes e Trauma",Sistema de informação e indicadores de qualidade em trauma: análise da morbidade e mortalidade decorrente de lesões traumáticas por acidente de trânsito,recomend,porcat
84,Alimentação e Nutrição,Avaliação de Obesidade e determinantes de saúde no município de Uberaba - 2005/2006,recomend,porcat
85,Doenças Transmissíveis,Avaliação ambiental e soroepidemiologia das infecções causadas por arbovírus e hantavírus em humanos e roedores em áreas de influência da BR 163 (Rodovia Cuiabá-Santarém),recomend,porcat
86,Assistência Farmacêutica,Aquisição de conhecimento sobre a qualidade dos medicamentos disponibilizados pelo Sistema Único de Saúde e melhoria da assistência farmacêutica,recomend,porcat
87,Assistência Farmacêutica,Avaliação da terapêutica antimicrobiana pediátrica em uma grande cidade brasileira,recomend,porcat
88,Alimentação e Nutrição,Perfil Nutricional e Co-morbidades de Famílias Atendidas por Equipe do Programa de Saúde da Família de Itajaí - SC,recomend,porcat
89,Assistência Farmacêutica,Da reorientação do modelo assistencial a pressão social acesso a medicamentos via Sistema Único de Saúde por compra direta no município de Florianópolis.,recomend,porcat
90,Alimentação e Nutrição,Investigação dos fatores de risco para obesidade precoce e anemia em uma coorte de crianças submetidas a um programa de orientações alimentares no primeiro ano de vida,recomend,porcat
91,Avaliação de Tecnologias e Economia da Saúde,Análise da Fadiga Muscular em Pacientes Oncológicos Submetidos à Quimioterapia,recomend,porcat
92,Assistência Farmacêutica,Determinação da equivalência farmacêutica de medicamentos similares contendo fármacos anti-hipertensivos,recomend,porcat
93,Alimentação e Nutrição,Promoção da amamentação como estratégia de melhoria da saúde da família,recomend,porcat
94,Assistência Farmacêutica,Avaliação da Percepção dos Pacientes quanto a Qualidade da Prescrição de Medicamentos,recomend,porcat
95,Complexo Produtivo da Saúde,Desenvolvimento de fator VIII e IX da coagulação sanguínea III,recomend,porcat
96,Assistência Farmacêutica,Estudo Multicêntrico para Avaliação de Indicadores do Uso Racional de Medicamentos,recomend,porcat
97,Assistência Farmacêutica,Otimização da Posologia do Metotrexato no Tratamento de Crianças com Leucemia Linfocitica Aguda e Linfoma Não-Hodgkin no Hospital Infantil Albert Sabin,recomend,porcat
98,Assistência Farmacêutica,Validação de método para determinação simultânea de fármacos antineoplásicos por cromatografia líquida de alta eficiência em diferentes matrizes,recomend,porcat
99,Avaliação de Tecnologias e Economia da Saúde,A dinâmica dos gastos privados com atenção à saúde e da renda das famílias nos anos 2000,recomend,porcat
100,Avaliação de Tecnologias e Economia da Saúde,Estratégias de Financiamento para Organização e Fortalecimento da Atenção Básica nos Grandes Centros Urbanos de São Paulo,recomend,porcat
101,Avaliação de Tecnologias e Economia da Saúde,Análise de custo-efetividade do seguimento farmacoterapêutico associado ao atendimento médico usual de pacientes hipertensos,recomend,porcat
102,Avaliação de Tecnologias e Economia da Saúde,Avaliação econômica de diferentes estratégias de tratamento supervisionado (TS-DOTS) em pacientes com Tuberculose Pulmonar Ativa,recomend,porcat
103,Epidemiologia,Estudo de Riscos Cardiovasculares em Adolescentes - ERICA - complementação de recurso para o estudo longitudinal,recomend,porcat
104,Assistência Farmacêutica,"Organização da Assistência Farmacêutica em Unidade Básica de Saúde - Desenvolvendo Modelo de Implantação, Monitoramento e Avaliação de Efeitos",recomend,porcat
105,Avaliação de Tecnologias e Economia da Saúde,"Estudos de custo-efetividade da incorporação de novas vacinas à rotina do Programa Nacional de Imunizações: varicela, rotavírus, meningocócica C conjugada, hepatite A e pneumocócica conjugada",recomend,porcat
106,Assistência Farmacêutica,Utilizando avanços da tecnologia da informação na busca da segurança do paciente,recomend,porcat
107,Assistência Farmacêutica,Sistema de Informações e Metodologia Etnográfica na Assistência Farmacêutica em Atenção Primária a Saúde no Sistema Unico de Saude,recomend,porcat
108,Avaliação de Tecnologias e Economia da Saúde,Custo-efetividade no rastreamento do câncer cérvico-uterino a partir do desenvolvimento de um modelo de Markov para a historia natural da doença no Brasil,recomend,porcat
109,Assistência Farmacêutica,Monitoramento da terapia imunossupressiva pela ciclosporina e a relação com doenças vasculares em pacientes submetidos ao transplante cardíaco,recomend,porcat
110,Avaliação de Tecnologias e Economia da Saúde,"Incidência de Pneumonia Adquirida na Comunidade com Ênfase para Etiologia Pneumocócica em Crianças Menores de 5 anos, em Salvador, Nordeste do Brasil",recomend,porcat
111,Saúde da Pessoa com Deficiência,A influência do ambiente familiar no comportamento lúdico de crianças com paralisia cerebral em situação de vulnerabilidade social,recomend,porcat
112,Saúde Mental,A eficácia de intervenções psicoterapêuticas breves na depressão em adolescentes do gênero masculino,recomend,porcat
113,"Sistemas, Programas e Políticas em Saúde",A utilização do SUS pela população: um estudo etno-epidemiológico do processo de auto-exclusão do sistema,recomend,porcat
114,Epidemiologia,"Desigualdades sociais, regionais, etnico-raciais e de gênero associadas com morbimortalidade por doenças e agravos",recomend,porcat
115,Doenças Crônicas Não Transmissíveis,"Programa de diagnóstico e intervenção das alterações do sono, cognitivas e funcionais no acidente vascular cerebral",recomend,porcat
116,Bioética e Ética na Pesquisa,Discussão multidisciplinar sobre aspectos éticos e legais em relação à utilização do corpo humano no ensino e pesquisa: do transplante de órgãos ao cadáver,recomend,porcat
117,Complexo Produtivo da Saúde,Biofármacos veiculados em ferramentas nanotecnológicas para tratamento de câncer,recomend,porcat
118,Assistência Farmacêutica,Suporte para inibição da inflamação e cicatrização da pele: avaliação de combinações medicamentosas para aplicação tópica,recomend,porcat
119,Assistência Farmacêutica,Desenvolvimento de metodologias espectroscópicas multivariadas para controle de qualidade de produtos farmacêuticos.,recomend,porcat
120,Assistência Farmacêutica,Potencial da sinvastatina como anti-inflamatório em dermatologia,recomend,porcat
121,Avaliação de Tecnologias e Economia da Saúde,Utilização Racional de Plantas Medicinais em Hipertensão Arterial Sistêmica pela População do Estado de Alagoas,recomend,porcat
122,Alimentação e Nutrição,"Estudo de Dieta Total de São Paulo: Avaliação de Ingestão Dietética de Elementos Essenciais (Ca, Fe, Na, Se e Zn), Tóxicos (As, Cd, Hg) e Micotoxinas (Aflatoxinas B,G e M1, Fumonisina B1, Ocratoxina A e Desoxinivalenol)",recomend,porcat
123,Assistência Farmacêutica,Implantação de um serviço de atenção farmacêutica em um ambiente multiprofissional de atendimento ambulatorial,recomend,porcat
124,Avaliação de Tecnologias e Economia da Saúde,Avaliação econômica e impacto orçamentário das estatinas e fibratos no tratamento das dislipidemias,recomend,porcat
125,Avaliação de Tecnologias e Economia da Saúde,Estudo de custo-efetividade de diferentes estratégias de tratamento supervisionado para o controle da Tuberculose no Brasil,recomend,porcat
126,Avaliação de Tecnologias e Economia da Saúde,Avaliação do Sistema CEP/CONEP,recomend,porcat
127,Complexo Produtivo da Saúde,Desenvolvimento de fitomedicamentos para o tratamento de asma e da depressão: estudos farmacológicos e toxicológicos pré-clínicos,recomend,porcat
128,Doenças Transmissíveis,Dinâmica da Epidemiologia da dengue no Brasil e construção de modelos preditivos.,recomend,porcat
129,Complexo Produtivo da Saúde,Desenvolvimento de fitomedicamento à base de Vernonia Condensata Baker,recomend,porcat
130,Doenças Transmissíveis,Estudo dos comunicantes intradomiciliares de Tuberculose: Análise de polimorfismos de genes envolvidos na resposta imune e a relevância desses fatores na transmissão da tuberculose.,recomend,porcat
131,Epidemiologia,"Iniqüidades sociais e etnico-raciais em três coortes de nascimento. (Pelotas, RS, 1982-1993-2004)",recomend,porcat
132,Doenças Transmissíveis,Estratégias de Prognóstico e Tratamento da Hanseníase,recomend,porcat
133,Doenças Crônicas Não Transmissíveis,Identificação de fatores de risco cardiovascular associados ao excesso de peso e avaliação do impacto da intervenção dietoterápica em trabalhadores do setor industrial da região metropolitana de Belém-PA. ,recomend,porcat
134,Doenças Transmissíveis,Estudos integrados das leishmanioses,recomend,porcat
135,Saúde da População Negra e das Comunidades Tradicionais,Itinerários terapêuticos de famílias afrobaianas em um bairro popular de Salvador: o papel das redes sociais e da experiência religiosa.,recomend,porcat
136,Complexo Produtivo da Saúde,Desenvolvimento de fatores de coagulação sanguíneo por DNA recombinante,recomend,porcat
137,Avaliação de Tecnologias e Economia da Saúde,Projeto Colaborativo Interinstitucional de Estudos de Custo-efetividade em Saúde,recomend,porcat
138,Doenças Crônicas Não Transmissíveis,Determinantes sócio-ecológicos das doenças crônico-degenerativas em populações tradicionais da Amazônia: compreendendo a ontogenia destas Epidemias em Populações vulneráveis.,recomend,porcat
139,Epidemiologia,"Saúde e desenvolvimento local: analise dos progressos em relação aos objetivos do milênio relacionados a saúde, nas cidades brasileiras que desenvolvem agendas sociais ",recomend,porcat
140,Doenças Transmissíveis,Bases moleculares dos mecanismos patogenéticos da Doença de Chagas,recomend,porcat
141,Doenças Transmissíveis,Bioinformatica estrutural,recomend,porcat
142,Doenças Transmissíveis,Estudo multidisciplinar do Chá padronizado de Artemisia annua sobre cepas clinicas regionais de Plasmodium spp a partir do cultivo da planta em escala comunitária em três ecossistemas Amazônicos.,recomend,porcat
143,Doenças Transmissíveis,"Novos métodos de diagnóstico molecular: desenvolvimento, validação e utilização na rotina",recomend,porcat
144,Saúde do Idoso,Estudo da Fragilidade em Idosos Brasileiros: Rede FIBRA,recomend,porcat
145,Doenças Transmissíveis,"Adesão ao tratamento da malária durante o pré-natal, com realização simultânea de rastreamento para co-infecções com potencial para complicações materno-fetais: sífilis, HIV e HTLV",recomend,porcat
146,Doenças Transmissíveis,Uso da miltefosina na Leishmaniose Tegumentar Americana,recomend,porcat
147,Saúde da Pessoa com Deficiência,Triagem auditiva neonatal e investigação de mutações no gene GJB2 da conexina 26,recomend,porcat
148,Doenças Transmissíveis,Estudos moleculares da participação de quimiocinas inflamatórias no desenvolvimento da Hanseníase - aspectos fisiopatológicos e aplicação no diagnóstico,recomend,porcat
149,Assistência Farmacêutica,Otimização terapêutica do praziquantel para tratamento da esquistossomose utilizando sistemas micro e nanoestruturados obtidos por dispersões sólidas,recomend,porcat
150,Doenças Transmissíveis,Avaliação das dimensões organizacionais e de desempenho dos serviços de atenção básica no controle da TB em centros urbanos de diferentes regiões do Brasil.,recomend,porcat
151,Avaliação de Tecnologias e Economia da Saúde,Ciclo de vida útil de equipamentos eletromédicos nos estabelecimentos assistenciais de saúde,recomend,porcat
152,"Sistemas, Programas e Políticas em Saúde",Desigualdades na utilização e acesso aos serviços públicos odontológicos: estudo de base populacional envolvendo a área de abrangência do Programa Saúde da Família no município de Ponta Grossa /PR,recomend,porcat
153,Complexo Produtivo da Saúde,Purificação e caracterização da fração nociceptiva do veneno da serpente Crotalus Durissus Collilineatus,recomend,porcat
154,Complexo Produtivo da Saúde,Estudos de fase pré-clínica de dois protótipos de derivados de espectalina como fármacos para o tratamento de doenças cerebrovasculares e Alzheimer,recomend,porcat
155,Doenças Transmissíveis,Avaliação do fitness de genótipos de Mycobacterium tuberculosis predominantes em municípios com alta incidência de tuberculose no Rio Grande do Sul e suas implicações no controle da tuberculose,recomend,porcat
156,Saúde da População Negra e das Comunidades Tradicionais,"Diferenciais na mortalidade por causas externas segundo a raça/cor em Salvador e Feira de Santana, Bahia, Brasil, no período de 1998 a 2005.",recomend,porcat
157,Saúde da Pessoa com Deficiência,"Prevalência de perdas auditivas em crianças dos municípios de Recife, João Pessoa e São Luís",recomend,porcat
158,Doenças Transmissíveis,"Desenvolvimento de novas abordagens para o controle de Aedes aegypti, vetor de dengue, no Brasil",recomend,porcat
159,Doenças Transmissíveis,Desenvolvimento e validação de teste rápido imunocromatográfico para diagnostico das leishmanioses,recomend,porcat
160,Saúde da População Negra e das Comunidades Tradicionais,Saúde e sofrimento social: uma investigação sobre a inserção da população negra no SUS do Rio Grande do Norte,recomend,porcat
161,Doenças Transmissíveis,Sexualidade e modos de ser homem na estrada: determinantes da saude de motoristas de caminhão no Sul do Brasil,recomend,porcat
162,Saúde da Criança e do Adolescente,"Terapia Intensiva Neonatal e Pediátrica no Estado do Rio de Janeiro: analise de equidade, acesso, estrutura e processos de assistência.",recomend,porcat
163,Assistência Farmacêutica,Triagem de espécies vegetais nativas do Cerrado do estado de Goiás com potencial para contracepção masculina - uma proposta para estudos pré-clinicos.,recomend,porcat
164,Saúde da População Negra e das Comunidades Tradicionais,Doenças crônicas não transmissíveis na população negra: dos fatores de risco ao impacto social,recomend,porcat
165,Saúde da Pessoa com Deficiência,Perfil das mães cegas em Fortaleza e cuidados prestados aos filhos de 0-5 anos,recomend,porcat
166,Complexo Produtivo da Saúde,Desenvolvimento de Kits de Diagnóstico para Dengue e Hepatite C,recomend,porcat
167,Pesquisa Clínica,"Erros inatos do metabolismo: implantação de uma rede nacional para investigação, diagnóstico e suporte à pesquisa",recomend,porcat
168,Doenças Transmissíveis,"Suscetibilidade Genética e Farmacogenômica de Doenças Negligenciadas na Amazônia: Malária, Hanseníase e Tuberculose",recomend,porcat
169,Pesquisa Clínica,Implantação de um Centro de Diagnóstico laboratorial de Talassemias e Hemoglobinas variantes no Rio Grande do Sul,recomend,porcat
170,Doenças Transmissíveis,Correlação do teste ML-Flow com a classificação da hanseníase segundo critérios de Ridley & Jopling,recomend,porcat
171,Doenças Transmissíveis,"Avaliação in situ da resposta imunológica celular, expressão de citocinas e marcadores de lesão neural em pacientes hansenianos nas diversas formas clinicas e em quadros reacionais",recomend,porcat
172,Comunicação e Informação em Saúde,"Políticas e práticas de comunicação no SUS: mapeamento, diagnóstico e metodologia de avaliação.",recomend,porcat
173,Doenças Transmissíveis,Avaliação do impacto do treinamento em clínica de hanseníase do estado do Rio Grande do Norte para o PSF e sua contribuição para a eliminação de pós-eliminação da doença,recomend,porcat
174,Doenças Transmissíveis,Parâmetros clínicos e moleculares de estratificação de risco de morte súbita na cardiopatia chagásica crônica.,recomend,porcat
175,Comunicação e Informação em Saúde,Ações para a conquista da pós-eliminação da hanseníase na cidade de São José do Rio Preto: criação de banco de dados,recomend,porcat
176,Doenças Transmissíveis,Estudo de marcadores genéticos e imunológicos de progressão clínica e susceptibilidade aos estados reacionais da hanseníase,recomend,porcat
177,Doenças Transmissíveis,Análise da apoptose induzida pelo mycobacterium leprae em células mononucleares de pacientes com formas polares de hanseníase,recomend,porcat
178,Doenças Transmissíveis,"Estudo da associação entre os polimorfismos HLA, KIR e de citocinas e a hanseníase.",recomend,porcat
179,Doenças Transmissíveis,Associação de polimorfismo de genes KIR e seus grupos de ligantes com Hanseníase e suas formas polares,recomend,porcat
180,Doenças Crônicas Não Transmissíveis,Avaliação do impacto de um programa de acompanhamento farmacoterapêutico em um grupo de idosos com diabetes melito assistidos no ambulatório do hospital da Universidade Federal de Sergipe,recomend,porcat
181,Gestão do Trabalho e Educação em Saúde,Disseminação de práticas de prevenção ao uso de risco de álcool em Serviços de APS da Zona da Mata Mineira,recomend,porcat
182,Gestão do Trabalho e Educação em Saúde,Estratégia Saúde da Família (ESF) e análise da realidade social: subsídios para as políticas de Promoção da Saúde e Educação Permanente,recomend,porcat
183,Doenças Transmissíveis,Avaliação da integração das ações de controle da Hanseníase na Rede Assistencial do Sistema Único de Saúde em estados do Nordeste do Brasil por meio da investigação em Serviços de Saúde,recomend,porcat
184,"Sistemas, Programas e Políticas em Saúde",Proposta para a inserção da genética clínica na atenção de portadores de anomalias craniofaciais no Sistema Único de Saúde,recomend,porcat
185,Gestão do Trabalho e Educação em Saúde,A educação profissional em saúde no Brasil: concepções e práticas nas Escolas Técnicas do SUS,recomend,porcat
